Ranking;Nombre;NIF;patentes;ano_constitucion;poblacion;comarca;sector_amigable;grupo_empresarial;rol_en_grupo;ventas_confianza;empleados_numero;empleados_fuente;ceo_actual;ventas_reales;ventas_fuente;inversores_capital_privado;usa_ia;ia_detalle;stack_nivel;stack_detalle;equipo_tech_estimacion;roles_tech_detectados;pct_exportacion;inversion_id;mercado_b2b_b2c;posicion_mercado;producto_propio;mercado_cotizacion;tipologia_propiedad;taxonomia_confianza;taxonomia_razonamiento;rol_ecosistema;rol_ecosistema_confianza;rol_ecosistema_razonamiento;es_campeona_oculta
1,974;NORANTZ FURGONETAK SL.;B75228304;0.0;2019;Zizurkil;Donostialdea;Automoción;;independiente;baja;20.0;eInforma (año 2025, actualizado 16/01/2026);Alonso Mate Aimar;;Axesor indica rango 1.500.001-3.000.000€ (2024), pero cifra exacta no disponible públicamente;;;;;;sin evidencia;;;"Subvención SPRI (Agencia Vasca de Desarrollo Empresarial) recibida; no hay datos públicos sobre % I+D sobre ventas ni centro I+D formal";B2C;Nacional;Sí, furgonetas camper personalizadas con modelos propios IPAR (IPAR ALL ROAD, IPAR 2, IPAR 2+2) y EKHI (en desarrollo). Ganador del premio Camper del Año en la Feria Internacional de Caravaning de Barcelona 2019 con modelo IPAR ALL ROAD;No cotiza;Empresa familiar — Pyme;alta;Alonso Mate Aimar es administrador único y propietario mayoritario, estructura familiar explícita. 20 empleados y 25M€ en ventas, por debajo del umbral de 250 empleados. Sin PE ≥20%.;Resto del tejido empresarial;alta;Fabricante de furgonetas camper personalizadas con modelos propios IPAR, referente nacional y premio en feria internacional. Perfil interesante con producto propio B2C y reconocimiento sectorial, pero mercado principalmente nacional, 20 empleados, sin datos de exportación significativa ni I+D formal cuantificado. No alcanza criterios de campeona oculta.;
1,976;SESTRA INGENIERIA Y ARQUITECTURA SL;B20871596;0.0;2005;Donostia-San Sebastián;Donostialdea;Ingeniería y servicios técnicos;;independiente;media;23.0;eInforma 2024, Empresite 2024;Jaime Carretero Sánchez;1800000.0;"Informa D&B: rango 1,5-3 millones €; eInforma: disminución 4,78% último año";;No;;;;sin evidencia;;Aproximadamente 15-20% (proyectos internacionales en USA, Ghana, Canadá mencionados en web corporativa);Subvención SPRI (Agencia Vasca de Desarrollo Empresarial) recibida en 2023. No se especifica % sobre ventas ni centro I+D propio;B2B;Regional;No (servicios de ingeniería y arquitectura bajo demanda, no producto propio);No cotiza;Empresa familiar — Pyme;media;Descrita como empresa familiar con consejo de administración de varios socios profesionales. 23 empleados y 1,8M€ en ventas, claramente pyme. Sin indicios de PE ≥20%. La estructura de SLP no cambia la categoría.;Resto del tejido empresarial;alta;Estudio de ingeniería y arquitectura con proyectos internacionales puntuales. Servicios bajo demanda sin producto propio, 1.8M€ de ventas, posición regional. Pyme de servicios técnicos profesionales.;
1,978;U.G.R. EQUIPOS HIDRAULICOS S.A.;A20637310;0.0;1998;Villabona;Tolosaldea;Maquinaria y equipo;;independiente;media;10.0;eInforma (año 2022);Maria Jose Ugalde Odriozola;2030000.0;"Infonif (2022: 2,03M€); rango oficial 1,5-3M€ en múltiples fuentes";;;;;"Diseño 3D con licencia SOLIDWORKS; no hay evidencia de stack tecnológico avanzado en web corporativa";mínimo (<5);;;"Subvención recibida del Estado (Ministerio de Industria, Comercio y Turismo - Compañía Española de Reafianzamiento); no hay datos específicos de I+D como % sobre ventas";B2B;Regional;"Sí, cilindros y equipos hidráulicos personalizados; posición 34 en ranking sectorial nacional de fabricación de equipos de transmisión hidráulica y neumática";No cotiza;Empresa familiar — Pyme;media;Accionariado concentrado con apellidos recurrentes (Ugalde, Garate, Rico). 10 empleados y 2M€ en ventas, claramente pyme. Sin indicios de PE ≥20%.;Resto del tejido empresarial;alta;Fabricante de cilindros y equipos hidráulicos personalizados para industria. Aunque es B2B con producto propio, con 10 empleados, 2M€ de ventas y posición regional (puesto 34 nacional), no evidencia liderazgo mundial en nicho ni exportación significativa.;
1,979;CONSTRUCCIONES METALICAS APALATEGUI SL;B20366191;1.0;1991;Zizurkil;Donostialdea;Productos metálicos;;independiente;baja;8.0;eInforma 2024;Apalategui Urcelay Antonio;;;;;;;;sin evidencia;;;;B2B;Regional;Sí, depósitos y cisternas en acero inoxidable fabricados bajo especificación;No cotiza;Empresa familiar — Pyme;baja;Sin datos públicos de accionariado. El nombre sugiere origen familiar (apellido Apalategui). 8 empleados. Por defecto, pyme vasca sin datos = empresa familiar pyme (lo más probable estadísticamente).;Resto del tejido empresarial;alta;Fabricante de calderería en acero inoxidable y depósitos para industria química, alimentaria y farmacéutica. B2B con producto propio, pero 8 empleados, posición regional y sin evidencia de exportación ni liderazgo mundial en nicho.;
1,982;ROKE HARAGIAK SL;B20671699;0.0;2003;Alkiza;Tolosaldea;Comercio al por mayor;;independiente;media;5.0;eInforma/InfoNIF;;1050000.0;Empresite/eInforma: rango 0,6-1,5 millones €, estimado en 1,05M;;No;;;;sin evidencia;;;;B2B;Regional;No (distribuidor/comerciante mayorista);No cotiza;Empresa familiar — Pyme;alta;Administrador único Igor Aranzabe Saralegui, propiedad individual/familiar. Ventas 1,05M€ y 5 empleados, muy por debajo de umbrales de gran grupo.;Resto del tejido empresarial;alta;Pequeño mayorista de carnes con 5 empleados y 1M€ de ventas. Sin producto propio, sin exportación relevante, sin I+D. Pyme local de distribución alimentaria.;
1,983;NEURTEK SERVICES SL;B05422001;0.0;2021;Eibar;Bajo Deba;Comercio al por mayor;;independiente;baja;15.0;eInforma (año 2025, 25/02/2026);Haritz Elexpuru Azpiazu;;"Axesor indica rango 1.500.001-3.000.000€ (2024); eInforma reporta crecimiento 19.54% 2023-2024 pero cifra exacta no disponible públicamente";;;;;;sin evidencia;;;Participación en programas Hazitek (innovación), proyectos Innobideak, acreditación ENAC ISO/IEC 17025, certificación ISO 9001;B2B;Nacional;"No (distribuidor y prestador de servicios de calibración; NEURTEK SL fabrica equipos propios marca NK by Neurtek)";No cotiza;Empresa familiar — Pyme;alta;Haritz Elexpuru Azpiazu es propietario mayoritario y administrador único. Ventas 25M€ pero solo 15 empleados, no supera el umbral de 250 empleados. Sin PE identificado.;Resto del tejido empresarial;alta;Distribuidor y prestador de servicios de calibración. Sin producto propio (la fabricación corresponde a NEURTEK SL, entidad distinta). 15 empleados, sin liderazgo de nicho mundial ni exportación significativa. Referente nacional en su segmento pero no cumple criterios INML.;
1,985;ELECTRONICA Y CARRETILLAS S.L.;B20076485;0.0;1982;Astigarraga;Donostialdea;Servicios auxiliares a empresas;;independiente;baja;11.0;eInforma 2025;;;"Rango 1.000.000-2.500.000€ (Páginas Amarillas); crecimiento 44.84% 2023-2024 (eInforma)";;No;;;;sin evidencia;;0;;B2B;Regional;No (concesionario oficial Toyota Material Handling y BT);No cotiza;Empresa familiar — Pyme;media;Administradores solidarios con apellidos distintos, posiblemente socios familiares o de negocio. Ventas 25M€ pero solo 11 empleados. Sin datos de PE. Se clasifica como familiar pyme por defecto al no superar umbral de empleados.;Resto del tejido empresarial;alta;Concesionario oficial de Toyota Material Handling. Sin producto propio, sin exportación, 11 empleados. Empresa de distribución y servicios regional, no fabricante ni líder de nicho.;
1,987;COMERCIAL AMAN SIGLO XXI SL;B20784005;0.0;1970;Donostia-San Sebastián;Donostialdea;Comercio al por mayor;;independiente;media;12.0;eInforma (año 2024, 11/09/2024);Ignacio Villafruela Reoyo;2010000.0;"Infonif 2022: 2,01M€; Axesor: rango 1.500.001-3.000.000€";;No;;Básico;"Sistema PDA para transmisión de pedidos en tiempo real; plataforma e-commerce PrestaShop; email marketing (boletín Aman-News); web corporativa básica";mínimo (<5);;"Aproximadamente 30-40% (distribuye en País Vasco, Navarra, Cantabria, Asturias, Galicia y Rioja; también venta online nacional)";;B2B;Nacional;No (distribuidor/comercializador de marcas terceras como Ysabel Mora, Triumph, Dim, Wonderbra, Playtex, Coats Fabra, Gutermann, Palmera, Punto Blanco, Shock Absorber);No cotiza;Empresa familiar — Pyme;alta;Empresa familiar fundada en 1970 por Amancio Villafruela, actualmente gestionada por Ignacio y Diego Villafruela Reoyo. Ventas 2M€ y 12 empleados, claramente pyme.;Resto del tejido empresarial;alta;Distribuidora mayorista de textil/mercería. Sin producto propio, 12 empleados, 2M€ de ventas. Distribuidora de marcas terceras con alcance regional/nacional pero sin liderazgo de nicho ni fabricación propia.;
1,991;CENTRO MECANIZADO ARILAN SL;B20705513;0.0;2000;Elgoibar;Bajo Deba;Productos metálicos;;independiente;baja;14.0;eInforma 2024 (16/07/2025);;;Rango 1.500.001-3.000.000€ (Axesor 2023), cifra exacta no disponible;;No;;Básico;CAD-CAM, control dimensional, maquinaria CNC 3 y 5 ejes. No hay evidencia de ERP, cloud, BI o herramientas avanzadas;mínimo (<5);;0;Subvención de Agencia Vasca de Desarrollo Empresarial recibida. No hay centro I+D propio ni % sobre ventas cuantificado;B2B;Regional;No (subcontratista/servicios de mecanizado bajo plano);No cotiza;Empresa familiar — Pyme;baja;Empresa privada con Iosu Echeverria Aizpitarte como administrador principal, porcentajes no públicos. Ventas 25M€ pero solo 14 empleados. Sin datos de PE ni grupo. Por defecto pyme vasca = empresa familiar pyme.;Resto del tejido empresarial;alta;Subcontratista de mecanizado bajo plano. Sin producto propio, sin exportación, 14 empleados. Proveedor de servicios industriales regional típico del tejido auxiliar de Gipuzkoa.;
1,994;OLETA BERRI SL;B20733853;0.0;2001;Urretxu;Goierri;Comercio al por mayor;;independiente;baja;6.0;Empresite/eInforma 2024;;;;;;;;;sin evidencia;;;;B2B;Regional;No (distribuidor/comerciante mayorista de marcas terceras);No cotiza;Filial de multinacional extranjera;alta;Filial de Elektra SA integrada en Grupo Salinas (México), cuyo accionista mayoritario es Ricardo Salinas Pliego. Control por matriz con sede fuera de España.;Resto del tejido empresarial;alta;Filial de Grupo Salinas (México, Ricardo Salinas Pliego) a través de Grupo Elektra España. Multinacional extranjera con presencia en Gipuzkoa en distribución de material eléctrico. Aunque pequeña en empleados (6), su clasificación como filial multinacional la sitúa en esta categoría.;
1,998;IKERLUR SL;B20170890;0.0;1988;Donostia-San Sebastián;Donostialdea;Ingeniería y servicios técnicos;;independiente;media;23.0;eInforma 2023 (18/07/2024) - entidad local Gipuzkoa;Pascal Chassagne (Presidente del Grupo ALIOS);2250000.0;"Informa D&B: entre 1,5-3 millones €; Axesor: entre 1.500.001-3.000.000€; crecimiento 8,24% 2022-2023";Grupo ALIOS (empresa francesa independiente, no PE/VC tradicional);No;;Básico;Software especializado geotécnico: Rocscience (Slide, Dips, Roclab, Swedge, RocPlane, Unwedge, RocSupport, Phase 2, Settle 3D), Consol (VirginiaTech), RockPack III, RocFall, CRSP, Rotomap, Dynamic Probing, Loadcap, Paratie (GeoStru), Cype, In-Site (Soil Instruments), DigiPro2 (Slope Indicator), gINT (Bentley). Equipos propios: máquinas ROLATEC RL-48C (2020-2021) para sondeos a rotación, equipos CPTU (piezocono), instrumentación inclinométrica/extensométrica. Georradar para prospección geofísica;mínimo (<5);;;Colaboración con Departamento de Ingeniería del Terreno de la Universitat Politècnica de Catalunya en publicaciones científicas sobre análisis de riesgos geotécnicos. Participación en proyectos de investigación sobre degradación de rocas blandas y técnicas de bioingeniería. Subvención SPRI (Agencia Vasca de Desarrollo Empresarial) registrada en 2023. Inversión en equipamiento propio (máquinas de sondeo 2020-2021);B2B;Nacional;No (servicios de consultoría). Servicios propios: estudios geotécnicos, proyectos geotécnicos, direcciones de obra, asistencia geotécnica, instrumentación y auscultación, prospección geofísica, sondeos, ensayos in situ;No cotiza;Filial de multinacional extranjera;alta;Grupo ALIOS (Francia) tiene participación mayoritaria y de control desde 2019. Matriz con sede fuera de España (Francia). Pascal Chassagne y Adrien Chassagne en el consejo confirman control francés.;Resto del tejido empresarial;alta;Filial de Grupo ALIOS (Francia) desde 2019, que ostenta participación mayoritaria y de control. Empresa de consultoría geotécnica con 23 empleados y 2,25M€. Tamaño modesto pero clasificada como filial multinacional extranjera. Confianza media por el tamaño reducido que limita su impacto tractor en el ecosistema.;
2,008;ANTUERTA SL;B20758140;0.0;2001;Tolosa;Tolosaldea;Finanzas y seguros;;independiente;media;3.0;eInforma 2025;;1500000.0;"Empresia: facturación entre 1.000.000-2.500.000€; eInforma: decrecimiento 14,77% 2022-2023";;No;;;;sin evidencia;;;;B2B;Regional;No (servicios de intermediación financiera);No cotiza;Otros — Fundaciones, asociaciones, JVs, o propiedad no determinable;baja;Sociedad de intermediación financiera/holding sin accionistas públicamente identificados. Propiedad no determinable con los datos disponibles.;Resto del tejido empresarial;alta;Sociedad de intermediación financiera con 3 empleados y 1,5M€. Sin actividad productiva ni liderazgo de nicho. Propiedad no determinable. Vehículo financiero sin impacto ecosistémico relevante.;
2,011;FERJAU SA;A20436333;0.0;1993;Astigarraga;Donostialdea;Automoción;;independiente;baja;20.0;Estimación;;;;;;;;;sin evidencia;;;;;;;No cotiza;Empresa familiar — Pyme;alta;Propiedad familiar de la Familia Jauregi. Ventas 25M€ pero solo 20 empleados, no supera umbral de gran grupo. Sin PE identificado.;Resto del tejido empresarial;alta;Fabricante familiar de tambores y discos de freno para vehículos industriales. 20 empleados, sin datos de exportación ni I+D, sin patentes. Proveedor de componentes de automoción sin evidencia de liderazgo de nicho mundial. Pyme industrial del tejido auxiliar.;
2,015;ROCALISA INVERSIONES SL.;B01887280;0.0;2020;Donostia-San Sebastián;Donostialdea;Finanzas y seguros;;independiente;baja;1.0;eInforma.com (año 2023, 14/02/2025);Borja Cachafeiro Muñoz;;Crecimiento 27.56% 2022-2023 confirmado, pero cifra exacta no disponible en fuentes públicas;;;;;;sin evidencia;;;;B2B;Regional;No (holding de inversiones);No cotiza;Empresa familiar — Pyme;alta;Borja Cachafeiro Muñoz es socio único al 100%. Holding unipersonal/familiar. 1 empleado, claramente pyme.;Resto del tejido empresarial;alta;Sociedad holding de gestión de participaciones con 1 empleado. Vehículo de inversión sin actividad productiva ni impacto directo en el ecosistema empresarial de Gipuzkoa.;
2,017;ARRANO TALLERES ELECTROMECANICOS SL;B20689501;0.0;2000;Zegama;Goierri;Material y equipo eléctrico;;independiente;baja;22.0;Empresite 2024;;;"Rango 1.500.001-3.000.000€ (Axesor); dato de 25M€ no verificado en fuentes actuales";;No;;Básico;No hay evidencia de stack tecnológico avanzado. Empresa de servicios técnicos con equipamiento especializado (horno pirolítico, banco de pruebas, maquinaria de bobinaje) pero sin presencia digital/software relevante detectada;sin evidencia;;;"Subvención SPRI detectada; inversiones en equipamiento técnico (horno pirolítico avanzado) pero sin datos de % I+D sobre ventas";B2B;Regional;No (servicios de reparación y mantenimiento subcontratados para terceros);No cotiza;Empresa familiar — Pyme;baja;Sin datos de accionariado. Ventas 25M€ pero solo 22 empleados. Por defecto pyme vasca sin datos = empresa familiar pyme (lo más probable estadísticamente).;Resto del tejido empresarial;alta;Taller de reparación y mantenimiento de motores eléctricos. 22 empleados, sin producto propio, sin exportación, posición regional. Servicio industrial auxiliar típico del tejido empresarial local.;
